id,wnvpresent
1,0.0037804423
2,0.0037804423
3,0.0037804423
4,0.0037804423
5,0.00021640534
6,0.0037804423
7,0.0037804423
8,0.0037804423
9,0.0037804423
10,0.0037804423
11,0.0037804423
12,0.0037804423
13,0.00021640534
14,0.0037804423
15,0.0037804423
16,0.0037804423
17,0.0037804423
18,0.0037804423
19,0.0037804423
20,0.0037804423
21,0.00021640534
22,0.0037804423
23,0.0037804423
24,0.0037804423
25,0.0037804423
26,0.0037804423
27,0.0037804423
28,0.0037804423
29,0.00021640534
30,0.0037804423
31,0.0037804423
32,0.0037804423
33,0.0037804423
34,0.0037804423
35,0.0037804423
36,0.0037804423
37,0.00021640534
38,0.0037804423
39,0.0037804423
40,0.0037804423
41,0.0037804423
42,0.0014759282
43,0.0017527888
44,0.0017527888
45,0.00023228451
46,0.0017527888
47,0.0017527888
48,0.0017527888
49,0.0017527888
50,0.0017527888
51,0.0017527888
52,0.0017527888
53,0.00023228451
54,0.0017527888
55,0.0017527888
56,0.0017527888
57,0.0017527888
58,0.0017527888
59,0.0017527888
60,0.0017527888
61,0.00023228451
62,0.0017527888
63,0.0017527888
64,0.0017527888
65,0.0017527888
66,0.0017527888
67,0.0017527888
68,0.0017527888
69,0.00023228451
70,0.0017527888
71,0.0017527888
72,0.0017527888
73,0.0017527888
74,0.0017527888
75,0.0017527888
76,0.0017527888
77,0.00023228451
78,0.0017527888
79,0.0017527888
80,0.0017527888
81,0.0017527888
82,0.0017527888
83,0.0017527888
84,0.0017527888
85,0.00023228451
86,0.0017527888
87,0.0017527888
88,0.0017527888
89,0.0017527888
90,0.0017527888
91,0.0017527888
92,0.0017527888
93,0.00023228451
94,0.0017527888
95,0.0017527888
96,0.0017527888
97,0.0017527888
98,0.0017527888
99,0.0017527888
100,0.0017527888
101,0.00023228451
102,0.0017527888
103,0.0017527888
104,0.0017527888
105,0.0017527888
106,0.0017527888
107,0.0017527888
108,0.0017527888
109,0.00023228451
110,0.0017527888
111,0.0017527888
112,0.0017527888
113,0.0017527888
114,0.0017527888
115,0.0017527888
116,0.0017527888
117,0.00023228451
118,0.0017527888
119,0.0017527888
120,0.0017527888
121,0.0017527888
122,0.0017527888
123,0.0017527888
124,0.0017527888
125,0.00023228451
126,0.0017527888
127,0.0017527888
128,0.0017527888
129,0.0017527888
130,0.0017527888
131,0.0017527888
132,0.0017527888
133,0.00023228451
134,0.0017527888
135,0.0017527888
136,0.0017527888
137,0.0017527888
138,0.0017527888
139,0.0017527888
140,0.0017527888
141,0.00023228451
142,0.0017527888
143,0.0017527888
144,0.0017527888
145,0.0017527888
146,0.0017527888
147,0.0017527888
148,0.0017527888
149,0.00023228451
150,0.0017527888
151,0.0017527888
152,0.0017527888
153,0.0017527888
154,0.0017527888
155,0.0017527888
156,0.0017527888
157,0.00023228451
158,0.0017527888
159,0.0017527888
160,0.0017527888
161,0.0017527888
162,0.0017527888
163,0.0017527888
164,0.0017527888
165,0.00023228451
166,0.0017527888
167,0.0017527888
168,0.0017527888
169,0.0017527888
170,0.0017527888
171,0.0017527888
172,0.0017527888
173,0.00023228451
174,0.0017527888
175,0.0017527888
176,0.0017527888
177,0.0017527888
178,0.0017527888
179,0.0017527888
180,0.0017527888
181,0.00023228451
182,0.0017527888
183,0.0017527888
184,0.0017527888
185,0.0017527888
186,0.0017527888
187,0.0017527888
188,0.0017527888
189,0.00023228451
190,0.0017527888
191,0.0017527888
192,0.0017527888
193,0.0017527888
194,0.0017527888
195,0.0017527888
196,0.0017527888
197,0.00023228451
198,0.0017527888
199,0.0017527888
200,0.0017527888
201,0.0017527888
202,0.0017527888
203,0.0017527888
204,0.0017527888
205,0.00023228451
206,0.0017527888
207,0.0017527888
208,0.0017527888
209,0.0017527888
210,0.0017527888
211,0.0017527888
212,0.0017527888
213,0.00023228451
214,0.0017527888
215,0.0017527888
216,0.0017527888
217,0.0017527888
218,0.0017527888
219,0.0017527888
220,0.0017527888
221,0.00023228451
222,0.0017527888
223,0.0017527888
224,0.0017527888
225,0.0017527888
226,0.0017527888
227,0.0017527888
228,0.0017527888
229,0.00023228451
230,0.0017527888
231,0.0017527888
232,0.0017527888
233,0.0017527888
234,0.0017527888
235,0.0017527888
236,0.0017527888
237,0.00023228451
238,0.0017527888
239,0.0017527888
240,0.0017527888
241,0.0017527888
242,0.0017527888
243,0.0017527888
244,0.0017527888
245,0.00023228451
246,0.0017527888
247,0.0017527888
248,0.0017527888
249,0.0017527888
250,0.0017527888
251,0.0017527888
252,0.0017527888
253,0.00023228451
254,0.0017527888
255,0.0017527888
256,0.0017527888
257,0.0017527888
258,0.0017527888
259,0.0017527888
260,0.0017527888
261,0.00023228451
262,0.0017527888
263,0.0017527888
264,0.0017527888
265,0.0017527888
266,0.0017527888
267,0.0017527888
268,0.0017527888
269,0.00023228451
270,0.0017527888
271,0.0017527888
272,0.0017527888
273,0.0017527888
274,0.0017527888
275,0.0017527888
276,0.0017527888
277,0.00023228451
278,0.0017527888
279,0.0017527888
280,0.0017527888
281,0.0017527888
282,0.0017527888
283,0.0017527888
284,0.0017527888
285,0.00023228451
286,0.0017527888
287,0.0017527888
288,0.0017527888
289,0.0017527888
290,0.0017527888
291,0.0017527888
292,0.0017527888
293,0.00023228451
294,0.0017527888
295,0.0017527888
296,0.0017527888
297,0.0017527888
298,0.0017527888
299,0.0017527888
300,0.0017527888
301,0.00023228451
302,0.0017527888
303,0.0017527888
304,0.0017527888
305,0.0017527888
306,0.0017527888
307,0.0017527888
308,0.0017527888
309,0.00023228451
310,0.0017527888
311,0.0017527888
312,0.0017527888
313,0.0017527888
314,0.0017527888
315,0.0017527888
316,0.0017527888
317,0.00023228451
318,0.0017527888
319,0.0017527888
320,0.0017527888
321,0.0017527888
322,0.0017527888
323,0.0017527888
324,0.0017527888
325,0.00023228451
326,0.0017527888
327,0.0017527888
328,0.0017527888
329,0.0017527888
330,0.0017527888
331,0.0017527888
332,0.0017527888
333,0.00023228451
334,0.0017527888
335,0.0017527888
336,0.0017527888
337,0.0017527888
338,0.0017527888
339,0.0017527888
340,0.0017527888
341,0.00023228451
342,0.0017527888
343,0.0017527888
344,0.0017527888
345,0.0017527888
346,0.0017527888
347,0.0017527888
348,0.0017527888
349,0.00023228451
350,0.0017527888
351,0.0017527888
352,0.0017527888
353,0.0017527888
354,0.0017527888
355,0.0017527888
356,0.0017527888
357,0.00023228451
358,0.0017527888
359,0.0017527888
360,0.0017527888
361,0.0017527888
362,0.0017527888
363,0.0017527888
364,0.0017527888
365,0.00023228451
366,0.0017527888
367,0.0017527888
368,0.0017527888
369,0.0017527888
370,0.0017527888
371,0.0017527888
372,0.0017527888
373,0.00023228451
374,0.0017527888
375,0.0017527888
376,0.0017527888
377,0.0017527888
378,0.0017527888
379,0.0017527888
380,0.0017527888
381,0.00023228451
382,0.0017527888
383,0.0017527888
384,0.0017527888
385,0.0017527888
386,0.0017527888
387,0.0017527888
388,0.0017527888
389,0.00023228451
390,0.0017527888
391,0.0017527888
392,0.0017527888
393,0.0017527888
394,0.0017527888
395,0.0017527888
396,0.0017527888
397,0.00023228451
398,0.0017527888
399,0.0017527888
400,0.0017527888
401,0.0017527888
402,0.0017527888
403,0.0017527888
404,0.0017527888
405,0.00023228451
406,0.0017527888
407,0.0017527888
408,0.0017527888
409,0.0017527888
410,0.0017527888
411,0.0017527888
412,0.0017527888
413,0.00023228451
414,0.0017527888
415,0.0017527888
416,0.0017527888
417,0.0017527888
418,0.0017527888
419,0.0017527888
420,0.0017527888
421,0.00023228451
422,0.0017527888
423,0.0017527888
424,0.0017527888
425,0.0017527888
426,0.0017527888
427,0.0017527888
428,0.0017527888
429,0.00023228451
430,0.0017527888
431,0.0017527888
432,0.0017527888
433,0.0017527888
434,0.0017527888
435,0.0017527888
436,0.0017527888
437,0.00023228451
438,0.0017527888
439,0.0017527888
440,0.0017527888
441,0.0017527888
442,0.0017527888
443,0.0017527888
444,0.0017527888
445,0.00023228451
446,0.0017527888
447,0.0017527888
448,0.0017527888
449,0.0017527888
450,0.0017527888
451,0.0017527888
452,0.0017527888
453,0.00023228451
454,0.0017527888
455,0.0017527888
456,0.0017527888
457,0.0017527888
458,0.0017527888
459,0.0017527888
460,0.0017527888
461,0.00023228451
462,0.0017527888
463,0.0017527888
464,0.0017527888
465,0.0017527888
466,0.0017527888
467,0.0017527888
468,0.0017527888
469,0.00023228451
470,0.0017527888
471,0.0017527888
472,0.0017527888
473,0.0017527888
474,0.0017527888
475,0.0017527888
476,0.0017527888
477,0.00023228451
478,0.0017527888
479,0.0017527888
480,0.0017527888
481,0.0017527888
482,0.0017527888
483,0.0017527888
484,0.0017527888
485,0.00023228451
486,0.0017527888
487,0.0017527888
488,0.0017527888
489,0.0017527888
490,0.0017527888
491,0.0017527888
492,0.0017527888
493,0.00023228451
494,0.0017527888
495,0.0017527888
496,0.0017527888
497,0.0017527888
498,0.0017527888
499,0.0017527888
500,0.0017527888
501,0.00023228451
502,0.0017527888
503,0.0017527888
504,0.0017527888
505,0.0017527888
506,0.0017527888
507,0.0017527888
508,0.0017527888
509,0.00023228451
510,0.0017527888
511,0.0017527888
512,0.0017527888
513,0.0017527888
514,0.0017527888
515,0.0017527888
516,0.0017527888
517,0.00023228451
518,0.0017527888
519,0.0017527888
520,0.0017527888
521,0.0017527888
522,0.0017527888
523,0.0017527888
524,0.0017527888
525,0.00023228451
526,0.0017527888
527,0.0017527888
528,0.0017527888
529,0.0017527888
530,0.0017527888
531,0.0017527888
532,0.0017527888
533,0.00023228451
534,0.0017527888
535,0.0017527888
536,0.0017527888
537,0.0017527888
538,0.0017527888
539,0.0017527888
540,0.0017527888
541,0.00023228451
542,0.0017527888
543,0.0017527888
544,0.0017527888
545,0.0017527888
546,0.0017527888
547,0.0017527888
548,0.0017527888
549,0.00023228451
550,0.0017527888
551,0.0017527888
552,0.0017527888
553,0.0017527888
554,0.0017527888
555,0.0017527888
556,0.0017527888
557,0.00023228451
558,0.0017527888
559,0.0017527888
560,0.0017527888
561,0.0017527888
562,0.0017527888
563,0.0017527888
564,0.0017527888
565,0.00023228451
566,0.0017527888
567,0.0017527888
568,0.0017527888
569,0.0017527888
570,0.0017527888
571,0.0017527888
572,0.0017527888
573,0.00023228451
574,0.0017527888
575,0.0017527888
576,0.0017527888
577,0.0017527888
578,0.0017527888
579,0.0017527888
580,0.0017527888
581,0.00023228451
582,0.0017527888
583,0.0017527888
584,0.0017527888
585,0.0017527888
586,0.0017527888
587,0.0017527888
588,0.0017527888
589,0.00023228451
590,0.0017527888
591,0.0017527888
592,0.0017527888
593,0.0017527888
594,0.0017527888
595,0.0017527888
596,0.0017527888
597,0.00023228451
598,0.0017527888
599,0.0017527888
600,0.0017527888
601,0.0017527888
602,0.0017527888
603,0.0017527888
604,0.0017527888
605,0.00023228451
606,0.0017527888
607,0.0017527888
608,0.0017527888
609,0.0017527888
610,0.0017527888
611,0.0017527888
612,0.0017527888
613,0.00023228451
614,0.0017527888
615,0.0017527888
616,0.0017527888
617,0.0017527888
618,0.0017527888
619,0.0017527888
620,0.0017527888
621,0.00023228451
622,0.0017527888
623,0.0017527888
624,0.0017527888
625,0.0017527888
626,0.0017527888
627,0.0017527888
628,0.0017527888
629,0.00023228451
630,0.0017527888
631,0.0017527888
632,0.0017527888
633,0.0017527888
634,0.0017527888
635,0.0017527888
636,0.0017527888
637,0.00023228451
638,0.0017527888
639,0.0017527888
640,0.0017527888
641,0.0017527888
642,0.0017527888
643,0.0017527888
644,0.0017527888
645,0.00023228451
646,0.0017527888
647,0.0017527888
648,0.0017527888
649,0.0017527888
650,0.0017527888
651,0.0017527888
652,0.0017527888
653,0.00023228451
654,0.0017527888
655,0.0017527888
656,0.0017527888
657,0.0017527888
658,0.0017527888
659,0.0017527888
660,0.0017527888
661,0.00023228451
662,0.0017527888
663,0.0017527888
664,0.0017527888
665,0.0017527888
666,0.0017527888
667,0.0017527888
668,0.0017527888
669,0.00023228451
670,0.0017527888
671,0.0017527888
672,0.0017527888
673,0.0017527888
674,0.0017527888
675,0.0017527888
676,0.0017527888
677,0.00023228451
